subject_id	object_id	subject_id_prefix	object_id_prefix	subject_name	object_name	predicate	Primary_Knowledge_Source	Knowledge_Source	publications	subject_category	object_category
P51452	P04626	UNIPROT	UNIPROT	DUSP3	ERBB2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	21262974	protein	protein
CID:25210273	P08238	PUBCHEM	UNIPROT	NVP-BEP800	HSP90AB1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
CHEBI:90197	P08581	ChEBI	UNIPROT	PHA-665752	MET	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
CHEBI:18388	P11712	ChEBI	UNIPROT	apigenin	CYP2C9	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
CHEBI:131158	P05067	ChEBI	UNIPROT	(2S)-2-hydroxy-3-methyl-N-[(2S)-1-[[(5S)-3-methyl-4-oxo-2,5-dihydro-1H-3-benzazepin-5-yl]amino]-1-oxopropan-2-yl]butanamide	APP	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
CHEBI:49868	P53350	ChEBI	UNIPROT	4-{[(7R)-8-cyclopentyl-7-ethyl-5-methyl-6-oxo-5,6,7,8-tetrahydropteridin-2-yl]amino}-3-methoxy-N-(1-methylpiperidin-4-yl)benzamide	PLK1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P05771	P34741	UNIPROT	UNIPROT	PRKCB	SDC2	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	9244383	protein	protein
Q13625	Q96A00	UNIPROT	UNIPROT	TP53BP2	PPP1R14A	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	8549741	protein	protein
Q92973	O15534	UNIPROT	UNIPROT	TNPO1	PER1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	29377895	protein	protein
CHEBI:94506	P24864	ChEBI	UNIPROT	4-[[5-amino-1-[(2,6-difluorophenyl)-oxomethyl]-1,2,4-triazol-3-yl]amino]benzenesulfonamide	CCNE1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
Q8IWJ2	P20645	UNIPROT	UNIPROT	GCC2	M6PR	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18195106	protein	protein
P68400	P0DP23	UNIPROT	UNIPROT	CSNK2A1	CALM1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	26675311	protein	protein
P24941	O43303	UNIPROT	UNIPROT	CDK2	CCP110	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	12361598	protein	protein
P18031	P12931	UNIPROT	UNIPROT	PTPN1	SRC	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17974954	protein	protein
P55957	P99999	UNIPROT	UNIPROT	BID	CYCS	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9727492	protein	protein
P06239	P16885	UNIPROT	UNIPROT	LCK	PLCG2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12181444	protein	protein
Q16650	Q8WXX7	UNIPROT	UNIPROT	TBR1	AUTS2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	20615956	protein	protein
P00533	P02533	UNIPROT	UNIPROT	EGFR	KRT14	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	11875647	protein	protein
P50148	P01112	UNIPROT	UNIPROT	GNAQ	HRAS	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	9235901	protein	protein
P49593	Q9UQM7	UNIPROT	UNIPROT	PPM1F	CAMK2A	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	15140879	protein	protein
O60674	Q92783	UNIPROT	UNIPROT	JAK2	STAM	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	9133424	protein	protein
Q9NWZ3	Q9HAT8	UNIPROT	UNIPROT	IRAK4	PELI2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12860405	protein	protein
CHEBI:75393	Q13464	ChEBI	UNIPROT	Y-27632	ROCK1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P08243	CHEBI:29991	UNIPROT	ChEBI	ASNS	L-aspartate(1-)	down-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	29084849	protein	smallmolecule
O43524	Q08999	UNIPROT	UNIPROT	FOXO3	RBL2	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	11884591	protein	protein
P12644	P36894	UNIPROT	UNIPROT	BMP4	BMPR1A	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	26330344	protein	protein
P04626	P04626	UNIPROT	UNIPROT	ERBB2	ERBB2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	1706616	protein	protein
Q6GPH6	Q14643	UNIPROT	UNIPROT	ITPRIPL1	ITPR1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	21368195	protein	protein
P08887	P40189	UNIPROT	UNIPROT	IL6R	IL6ST	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	23663276	protein	protein
P08069	Q92569	UNIPROT	UNIPROT	IGF1R	PIK3R3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	9415396	protein	protein
P0DTC6	P52292	UNIPROT	UNIPROT	6	KPNA2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	32979938	protein	protein
Q19QW5	P52292	UNIPROT	UNIPROT	ORF6	KPNA2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17596301	protein	protein
P17612	O15551	UNIPROT	UNIPROT	PRKACA	CLDN3	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	15905176	protein	protein
P08631	P08631	UNIPROT	UNIPROT	HCK	HCK	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10934191	protein	protein
P00734	P25116	UNIPROT	UNIPROT	F2	F2R	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	23450633	protein	protein
P02751	P27361	UNIPROT	UNIPROT	FN1	MAPK3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	20457810	protein	protein
Q9BZL6	Q8WYL5	UNIPROT	UNIPROT	PRKD2	SSH1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	21525957	protein	protein
P59595	P53539	UNIPROT	UNIPROT	N	FOSB	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	14623261	protein	protein
P06493	Q92574	UNIPROT	UNIPROT	CDK1	TSC1	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	14551205	protein	protein
CHEBI:94980	P04637	ChEBI	UNIPROT	[5-[5-[5-(hydroxymethyl)-2-thiophenyl]-2-furanyl]-2-thiophenyl]methanol	TP53	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19223463	chemical	protein
Q13153	Q92934	UNIPROT	UNIPROT	PAK1	BAD	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10611223	protein	protein
P68400	P04637	UNIPROT	UNIPROT	CSNK2A1	TP53	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	12628923	protein	protein
P31749	Q15027	UNIPROT	UNIPROT	AKT1	ACAP1	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	16256741	protein	protein
P55196	Q92963	UNIPROT	UNIPROT	AFDN	RIT1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	10545207	protein	protein
P48357	P40763	UNIPROT	UNIPROT	LEPR	STAT3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18718905	protein	protein
P59634	P52948	UNIPROT	UNIPROT	6	NUP98	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	32353860	protein	protein
P06239	P43403	UNIPROT	UNIPROT	LCK	ZAP70	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	7961936	protein	protein
CHEBI:90304	P52333	ChEBI	UNIPROT	TG101209	JAK3	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P59596	P55211	UNIPROT	UNIPROT	M	CASP9	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	25271362	protein	protein
P59632	P55211	UNIPROT	UNIPROT	3a	CASP9	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18632968	protein	protein
Q6GPH4	P98170	UNIPROT	UNIPROT	XAF1	XIAP	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17613533	protein	protein
Q5QGS0	P05556	UNIPROT	UNIPROT	NEXMIF	ITGB1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	27822498	protein	protein
Q5SGD2	Q99683	UNIPROT	UNIPROT	PPM1L	MAP3K5	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17456047	protein	protein
P49840	Q96RR4	UNIPROT	UNIPROT	GSK3A	CAMKK2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	22778263	protein	protein
Q8IZQ8	P11831	UNIPROT	UNIPROT	MYOCD	SRF	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	21673106	protein	protein
CHEBI:49668	P00533	ChEBI	UNIPROT	gefitinib	EGFR	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
O15520	P21802	UNIPROT	UNIPROT	FGF10	FGFR2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	8663044	protein	protein
CHEBI:40629	P04626	ChEBI	UNIPROT	6-{4-[(4-ethylpiperazin-1-yl)methyl]phenyl}-N-[(1R)-1-phenylethyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine	ERBB2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
CHEBI:94192	Q9BY41	ChEBI	UNIPROT	N-hydroxy-1-[(4-methoxyphenyl)methyl]-6-indolecarboxamide	HDAC8	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
Q92918	O43318	UNIPROT	UNIPROT	MAP4K1	MAP3K7	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10224067	protein	protein
P07711	P59594	UNIPROT	UNIPROT	CTSL	S	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16081529	protein	protein
P11226	P59594	UNIPROT	UNIPROT	MBL2	S	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	20573835	protein	protein
P63279	P59595	UNIPROT	UNIPROT	UBE2I	N	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17037517	protein	protein
CID:45265864	P42336	PUBCHEM	UNIPROT	PIK-75 Hydrochloride	PIK3CA	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
Q9Y261	P80370	UNIPROT	UNIPROT	FOXA2	DLK1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	12865419	protein	protein
Q96J02	P46531	UNIPROT	UNIPROT	ITCH	NOTCH1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10940313	protein	protein
Q9Y463	Q9Y463	UNIPROT	UNIPROT	DYRK1B	DYRK1B	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10910078	protein	protein
O00443	P19174	UNIPROT	UNIPROT	PIK3C2A	PLCG1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	9430633	protein	protein
P01137	P26367	UNIPROT	UNIPROT	TGFB1	PAX6	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	17251190	protein	protein
Q9UQB8	Q8N8S7	UNIPROT	UNIPROT	BAIAP2	ENAH	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	11696321	protein	protein
O15393	P59594	UNIPROT	UNIPROT	TMPRSS2	S	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	32142651	protein	protein
P55212	P59595	UNIPROT	UNIPROT	CASP6	N	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18155731	protein	protein
O95336	CHEBI:16863	UNIPROT	ChEBI	PGLS	6-phospho-D-gluconate	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	31586547	protein	smallmolecule
P20742	P14780	UNIPROT	UNIPROT	PZP	MMP9	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	9344465	protein	protein
Q15746	Q05682	UNIPROT	UNIPROT	MYLK	CALD1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	20536391	protein	protein
O43524	Q969P5	UNIPROT	UNIPROT	FOXO3	FBXO32	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	15109499	protein	protein
Q05513	Q8IX03	UNIPROT	UNIPROT	PRKCZ	WWC1	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	15081397	protein	protein
Q16576	O14929	UNIPROT	UNIPROT	RBBP7	HAT1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	28143904	protein	protein
P51654	P27487	UNIPROT	UNIPROT	GPC3	DPP4	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17549790	protein	protein
CHEBI:91091	P49840	ChEBI	UNIPROT	CHIR 99021	GSK3A	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P69905	P01375	UNIPROT	UNIPROT	HBA1	TNF	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	11901318	protein	protein
P10721	P10721	UNIPROT	UNIPROT	KIT	KIT	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10377264	protein	protein
Q6N021	O15294	UNIPROT	UNIPROT	TET2	OGT	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	23353889	protein	protein
P03230	P63279	UNIPROT	UNIPROT	LMP1	UBE2I	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	22951831	protein	protein
Q9Y3R0	O60282	UNIPROT	UNIPROT	GRIP1	KIF5C	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	31757889	protein	protein
CID:24857286	O14842	PUBCHEM	UNIPROT	TAK-875	FFAR1	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
Q13950	Q8TDD2	UNIPROT	UNIPROT	RUNX2	SP7	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16574347	protein	protein
P52926	P37088	UNIPROT	UNIPROT	HMGA2	SCNN1A	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	11390395	protein	protein
P59634	P78406	UNIPROT	UNIPROT	6	RAE1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	32353859	protein	protein
Q9UBN6	P50591	UNIPROT	UNIPROT	TNFRSF10D	TNFSF10	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	9382840	protein	protein
P59595	P84022	UNIPROT	UNIPROT	N	SMAD3	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18055455	protein	protein
P49841	Q8IZQ8	UNIPROT	UNIPROT	GSK3B	MYOCD	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16141410	protein	protein
P38936	P24941	UNIPROT	UNIPROT	CDKN1A	CDK2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16982699	protein	protein
P32245	P84996	UNIPROT	UNIPROT	MC4R	GNAS	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	22215617	protein	protein
P41968	P84996	UNIPROT	UNIPROT	MC3R	GNAS	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	22215617	protein	protein
Q14526	P25106	UNIPROT	UNIPROT	HIC1	ACKR3	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	23340301	protein	protein
P59632	P99999	UNIPROT	UNIPROT	3a	CYCS	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18632968	protein	protein
P53350	Q9UBB4	UNIPROT	UNIPROT	PLK1	ATXN10	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	21857149	protein	protein
Q9P2Y5	Q14457	UNIPROT	UNIPROT	UVRAG	BECN1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17106237	protein	protein
Q9UJZ1	Q9UBK2	UNIPROT	UNIPROT	STOML2	PPARGC1A	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	21746876	protein	protein
Q8N726	Q00987	UNIPROT	UNIPROT	CDKN2A	MDM2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	23416275	protein	protein
P15509	O60674	UNIPROT	UNIPROT	CSF2RA	JAK2	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	8977526	protein	protein
O14511	Q15303	UNIPROT	UNIPROT	NRG2	ERBB4	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	7477375	protein	protein
P15884	P48436	UNIPROT	UNIPROT	TCF4	SOX9	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	15240568	protein	protein
P31749	Q00987	UNIPROT	UNIPROT	AKT1	MDM2	up-regulates quantity by stabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	15169778	protein	protein
O43318	Q9UBE8	UNIPROT	UNIPROT	MAP3K7	NLK	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12482967	protein	protein
P57059	Q53ET0	UNIPROT	UNIPROT	SIK1	CRTC2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16817901	protein	protein
Q9C0C9	O43541	UNIPROT	UNIPROT	UBE2O	SMAD6	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	23455153	protein	protein
Q9Y5I2	Q9Y5G3	UNIPROT	UNIPROT	PCDHA10	PCDHGB1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16697637	protein	protein
P28482	P46527	UNIPROT	UNIPROT	MAPK1	CDKN1B	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10831586	protein	protein
O00712	Q15910	UNIPROT	UNIPROT	NFIB	EZH2	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	24553933	protein	protein
P17542	Q99816	UNIPROT	UNIPROT	TAL1	TSG101	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	17229889	protein	protein
P16298	Q13469	UNIPROT	UNIPROT	PPP3CB	NFATC2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	11062529	protein	protein
P12931	P35222	UNIPROT	UNIPROT	SRC	CTNNB1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	11279024	protein	protein
Q13202	Q16539	UNIPROT	UNIPROT	DUSP8	MAPK14	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	23159405	protein	protein
P31749	O15151	UNIPROT	UNIPROT	AKT1	MDM4	up-regulates quantity by stabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	18356162	protein	protein
P22681	P00519	UNIPROT	UNIPROT	CBL	ABL1	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	20675402	protein	protein
P01148	P18146	UNIPROT	UNIPROT	GNRH1	EGR1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	19106114	protein	protein
Q9Y5I2	Q9Y5H4	UNIPROT	UNIPROT	PCDHA10	PCDHGA1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16697637	protein	protein
CHEBI:135530	P08172	ChEBI	UNIPROT	solifenacin	CHRM2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	21524581	chemical	protein
P12931	P46527	UNIPROT	UNIPROT	SRC	CDKN1B	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	17254967	protein	protein
P41229	P23560	UNIPROT	UNIPROT	KDM5C	BDNF	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	31691806	protein	protein
P59595	Q05639	UNIPROT	UNIPROT	N	EEF1A2	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	18448518	protein	protein
CHEBI:6413	P11511	ChEBI	UNIPROT	letrozole	CYP19A1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P18031	P06213	UNIPROT	UNIPROT	PTPN1	INSR	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	11579209	protein	protein
P59635	Q07817	UNIPROT	UNIPROT	7a	BCL2L1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17428862	protein	protein
P59637	Q07817	UNIPROT	UNIPROT	E	BCL2L1	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16048439	protein	protein
Q02763	Q9UKX2	UNIPROT	UNIPROT	TEK	MYH2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	26042050	protein	protein
CID:9818478	P14416	PUBCHEM	UNIPROT	Sumanirole maleate	DRD2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P08631	Q13444	UNIPROT	UNIPROT	HCK	ADAM15	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	11741929	protein	protein
P17612	Q9UMX1	UNIPROT	UNIPROT	PRKACA	SUFU	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	23337587	protein	protein
P01019	Q9Y210	UNIPROT	UNIPROT	AGT	TRPC6	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	24850910	protein	protein
Q8TEV9	Q9Y4P8	UNIPROT	UNIPROT	SMCR8	WIPI2	up-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	28169830	protein	protein
Q13131	O75385	UNIPROT	UNIPROT	PRKAA1	ULK1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	21460634	protein	protein
Q14974	P84022	UNIPROT	UNIPROT	KPNB1	SMAD3	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	10846168	protein	protein
P49815	Q9UBS0	UNIPROT	UNIPROT	TSC2	RPS6KB2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	12172553	protein	protein
P04628	Q9UP38	UNIPROT	UNIPROT	WNT1	FZD1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16936075	protein	protein
CHEBI:49375	P00519	ChEBI	UNIPROT	dasatinib (anhydrous)	ABL1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P59636	Q13114	UNIPROT	UNIPROT	9b	TRAF3	down-regulates quantity by destabilization	SIGNOR	Multiomics-BigGIM-DrugResponse	25135833	protein	protein
P78543	P04179	UNIPROT	UNIPROT	BTG2	SOD2	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	22493435	protein	protein
Q9GZU7	P24928	UNIPROT	UNIPROT	CTDSP1	POLR2A	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	22137580	protein	protein
P06241	O14559	UNIPROT	UNIPROT	FYN	ARHGAP33	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16777849	protein	protein
A1Z1Q3	CHEBI:83767	UNIPROT	ChEBI	MACROD2	2''-O-acetyl-ADP-D-ribose(2-)	down-regulates quantity	SIGNOR	Multiomics-BigGIM-DrugResponse	32257385	protein	smallmolecule
P01137	Q99983	UNIPROT	UNIPROT	TGFB1	OMD	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	16970923	protein	protein
Q02790	P10275	UNIPROT	UNIPROT	FKBP4	AR	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	19545546	protein	protein
Q14CS0	O14965	UNIPROT	UNIPROT	UBXN2B	AURKA	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	23649807	protein	protein
P59768	P42336	UNIPROT	UNIPROT	GNG2	PIK3CA	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16537363	protein	protein
Q13627	P98177	UNIPROT	UNIPROT	DYRK1A	FOXO4	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	19188143	protein	protein
Q9UJA2	CHEBI:28494	UNIPROT	ChEBI	CRLS1	cardiolipin	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	16678169	protein	smallmolecule
Q8N726	Q13535	UNIPROT	UNIPROT	CDKN2A	ATR	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	15775976	protein	protein
CHEBI:29108	Q86UP0	ChEBI	UNIPROT	calcium(2+)	CDH24	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	22535893	smallmolecule	protein
CHEBI:91327	P17948	ChEBI	UNIPROT	1-[2-chloro-4-[(6,7-dimethoxy-4-quinolinyl)oxy]phenyl]-3-(5-methyl-3-isoxazolyl)urea	FLT1	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
Q04206	P01584	UNIPROT	UNIPROT	RELA	IL1B	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	20975042	protein	protein
CHEBI:2550	P07550	ChEBI	UNIPROT	albuterol sulfate	ADRB2	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P16333	O00401	UNIPROT	UNIPROT	NCK1	WASL	up-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	11340081	protein	protein
Q9UJQ4	P37275	UNIPROT	UNIPROT	SALL4	ZEB1	up-regulates quantity by expression	SIGNOR	Multiomics-BigGIM-DrugResponse	23954296	protein	protein
Q13315	Q9Y6K9	UNIPROT	UNIPROT	ATM	IKBKG	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	16497931	protein	protein
CID:6857685	P42336	PUBCHEM	UNIPROT	PIK-90	PIK3CA	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
Q9HDB5	Q14118	UNIPROT	UNIPROT	NRXN3	DAG1	up-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	22626542	protein	protein
CHEBI:71217	P35968	ChEBI	UNIPROT	pazopanib hydrochloride	KDR	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
K9N643	Q14164	UNIPROT	UNIPROT	ORF4b	IKBKE	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	26631542	protein	protein
Q15418	Q9H6Z4	UNIPROT	UNIPROT	RPS6KA1	RANBP3	unknown	SIGNOR	Multiomics-BigGIM-DrugResponse	18280241	protein	protein
CHEBI:66901	P13569	ChEBI	UNIPROT	ivacaftor	CFTR	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
CHEBI:75393	O75116	ChEBI	UNIPROT	Y-27632	ROCK2	down-regulates	SIGNOR	Multiomics-BigGIM-DrugResponse	Other	chemical	protein
P03209	Q14653	UNIPROT	UNIPROT	BRLF1	IRF3	down-regulates quantity by repression	SIGNOR	Multiomics-BigGIM-DrugResponse	20381110	protein	protein
P13288	Q14653	UNIPROT	UNIPROT	BGLF4	IRF3	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	19052084	protein	protein
P13288	Q14653	UNIPROT	UNIPROT	BGLF4	IRF3	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	19052084	protein	protein
P13288	Q14653	UNIPROT	UNIPROT	BGLF4	IRF3	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	19052084	protein	protein
P59595	Q14653	UNIPROT	UNIPROT	N	IRF3	down-regulates activity	SIGNOR	Multiomics-BigGIM-DrugResponse	17108024	protein	protein
